,MATICUSDT,STXUSDT,Spread,ZScore
111,0.9115,0.245,0.007449999999999957,0.17973854782932613
112,0.9138,0.245,0.009749999999999925,0.4893735045768422
113,0.9152,0.246,0.007460000000000022,0.23833347180928993
114,0.9128,0.242,0.01981999999999995,1.6547126762606144
115,0.9123,0.243,0.015630000000000033,1.1159054866978433
116,0.9115,0.245,0.007449999999999957,0.17788410509643748
117,0.9179,0.246,0.010160000000000058,0.5116851938793754
118,0.9172,0.249,-0.0016100000000000003,-0.8348102284388903
119,0.9089,0.246,0.0011600000000000499,-0.4559773637377291
120,0.9125,0.248,-0.0026199999999999557,-0.8328308408280795
121,0.9104,0.247,-0.0010299999999999754,-0.599572696554127
122,0.9107,0.248,-0.0044199999999999795,-0.9133044640986123
123,0.9106,0.248,-0.0045199999999999685,-0.8487490278634552
124,0.9099,0.248,-0.005219999999999891,-0.8428434880929836
125,0.9042,0.246,-0.0035399999999999876,-0.6057912025287929
126,0.899,0.243,0.0023300000000000542,0.006970327399376988
127,0.8971,0.243,0.00043000000000004146,-0.44341668269332746
128,0.9028,0.245,-0.0012499999999999734,-0.6735301682322757
129,0.9104,0.247,-0.0010299999999999754,-0.5956040439998018
130,0.9079,0.245,0.00385000000000002,0.11793828177576114
131,0.9098,0.245,0.005750000000000033,0.3798108691018376
132,0.9079,0.247,-0.003529999999999922,-0.8864708883046986
133,0.9144,0.248,-0.0007199999999999429,-0.4194680174242423
134,0.9209,0.252,-0.008979999999999988,-1.4595715524759452
135,0.9336,0.255,-0.007349999999999968,-1.2514122709691908
136,0.9286,0.253,-0.00497000000000003,-0.8407440731038844
137,0.9304,0.255,-0.010549999999999948,-1.8120265841602827
138,0.958,0.259,0.0022899999999999032,1.0845882493125247
139,0.9806,0.264,0.006440000000000001,1.8196324153073689
140,0.98,0.263,0.009529999999999927,2.1313805234695247
141,0.9725,0.264,-0.0016599999999999948,-0.06247571169684411
142,0.9771,0.264,0.0029399999999999427,0.7869508154582784
143,0.9861,0.264,0.01193999999999995,2.098378155230756
144,1.0181,0.27,0.02179999999999993,2.7830390649517
145,1.0055,0.269,0.012889999999999957,1.4263840783810324
146,1.0524,0.273,0.0450299999999999,3.370956817414233
147,0.9857,0.255,0.04475000000000007,2.571925133007259
148,0.9823,0.258,0.030279999999999974,1.4360544587603854
149,0.9895,0.26,0.030100000000000016,1.2821661936625517
150,0.9892,0.264,0.015039999999999942,0.32323797993822984
151,0.9886,0.263,0.01812999999999998,0.46953640494734983
152,0.988,0.259,0.03228999999999993,1.2098679292389505
153,0.9863,0.26,0.026899999999999924,0.8111702731631877
154,0.984,0.26,0.024599999999999955,0.6092561413226739
155,0.9832,0.26,0.023799999999999932,0.4913777020346773
156,0.9872,0.263,0.01672999999999991,-0.021929499760011795
157,0.9884,0.263,0.01792999999999989,-0.015585468687944684
158,0.9899,0.263,0.019429999999999947,-0.011845968589489126
159,0.9857,0.263,0.015229999999999966,-0.41108925016390735
160,0.9935,0.267,0.00827,-1.0025667832161202
161,0.9988,0.267,0.013569999999999971,-0.5836080844179274
162,0.981,0.266,-0.000540000000000096,-1.7961504520861222
163,0.9768,0.266,-0.0047400000000000775,-2.0073373313597473
164,0.968,0.263,-0.0024700000000000832,-1.655973396154642
165,0.9738,0.264,-0.00036000000000002697,-1.3488548046717597
166,0.9713,0.264,-0.0028599999999999737,-1.40218193252314
167,0.9741,0.267,-0.011130000000000084,-1.7988821460343765
168,0.9698,0.265,-0.008050000000000002,-1.5030785858248346
169,0.9722,0.272,-0.031480000000000175,-2.5522613617129712
170,0.9585,0.27,-0.037800000000000056,-2.398162609198854
171,0.9667,0.27,-0.02960000000000007,-1.7015179725585277
172,0.9676,0.267,-0.017630000000000035,-0.9990080801095889
173,0.9711,0.268,-0.017820000000000058,-0.9245582611212657
174,0.9692,0.268,-0.01972000000000007,-0.9351793435136417
175,0.9736,0.267,-0.01163000000000003,-0.4351084801475691
176,0.9844,0.269,-0.00821000000000005,-0.16943387021273937
177,0.9911,0.271,-0.008890000000000065,-0.14383279131520169
178,0.9847,0.269,-0.007910000000000084,-0.00564464092055147
179,0.9887,0.269,-0.00391000000000008,0.3693133541996593
180,0.986,0.269,-0.006610000000000116,0.27026129526041204
181,0.9892,0.269,-0.003410000000000135,0.6011596537443242
182,0.9912,0.269,-0.0014100000000001334,0.9173323947961174
183,0.9874,0.271,-0.01258999999999999,-0.0737076201740231
184,0.9884,0.27,-0.00790000000000013,0.39312001370259886
185,0.9839,0.272,-0.01978000000000013,-0.6814531057833598
186,0.9865,0.274,-0.024560000000000026,-1.0464166642672201
187,1.0085,0.277,-0.013630000000000031,0.08456875222270398
188,1.0248,0.275,0.010049999999999892,2.1033328040604817
189,1.0184,0.273,0.011029999999999873,1.9089575914897652
190,1.0273,0.275,0.012550000000000061,1.809970617927369
191,1.0327,0.276,0.01425999999999994,1.8265518318974476
192,1.0216,0.278,-0.0042200000000001125,0.2281427250755914
193,1.0161,0.275,0.0013499999999999623,0.656704950269653
194,0.9886,0.264,0.014440000000000008,1.6368648660752294
195,0.9929,0.267,0.007669999999999955,0.956129972462416
196,0.9938,0.266,0.012259999999999938,1.2329263876997631
197,0.9986,0.267,0.013369999999999993,1.2018271597514603
198,0.9924,0.276,-0.026040000000000063,-1.8817030360132423
199,0.9908,0.272,-0.012880000000000114,-0.8368505944918722
